Cell_ID,Degradation_State,0,1,2,3,4,5,6
45C02,III,10583.0535,1.0,20004.453,0.55536,-0.03269,0.55632,3.36892
45C02,III,10583.1965,1.0,15829.126,0.56183,-0.01643,0.56207,1.67495
45C02,III,10583.3385,1.0,12516.703,0.56622,-0.00605,0.56625,0.61219
45C02,III,10583.4805,1.0,9909.4424,0.57195,0.00475,0.57197,-0.47545
45C02,III,10583.6445,1.0,7835.48,0.57757,0.01501,0.57776,-1.48854
45C02,III,10583.8455,1.0,6217.2461,0.58393,0.01935,0.58425,-1.89759
45C02,III,10584.0835,1.0,4905.291,0.58896,0.02651,0.58955,-2.57759
45C02,III,10584.3225,1.0,3881.2737,0.59631,0.0309,0.59711,-2.96643
45C02,III,10584.5605,1.0,3070.9827,0.60439,0.03586,0.60545,-3.39527
45C02,III,10584.7985,1.0,2430.7778,0.61033,0.03991,0.61164,-3.74117
45C02,III,10585.0365,1.0,1923.1537,0.61578,0.04358,0.61732,-4.04843
45C02,III,10585.2745,1.0,1522.4358,0.62382,0.04671,0.62557,-4.28207
45C02,III,10585.5125,1.0,1203.8446,0.6309,0.04783,0.63271,-4.33499
45C02,III,10585.7515,1.0,952.86591,0.63956,0.05096,0.64158,-4.55549
45C02,III,10585.9895,1.0,754.27557,0.64907,0.05374,0.65129,-4.73272
45C02,III,10586.2265,1.0,596.71857,0.65651,0.05619,0.65891,-4.89224
45C02,III,10586.4645,1.0,471.96338,0.66422,0.0576,0.66672,-4.95636
45C02,III,10586.7035,1.0,373.20856,0.67253,0.06229,0.67541,-5.29173
45C02,III,10586.9415,1.0,295.47278,0.68269,0.06459,0.68573,-5.40495
45C02,III,10587.1805,1.0,233.87738,0.6921,0.06765,0.6954,-5.58264
45C02,III,10587.4185,1.0,185.05922,0.70175,0.07365,0.70561,-5.99105
45C02,III,10587.6545,1.0,146.35823,0.71385,0.07526,0.7178,-6.01872
45C02,III,10587.8915,1.0,115.77804,0.72611,0.07797,0.73028,-6.12899
45C02,III,10588.1255,1.0,91.6721,0.74003,0.08329,0.74471,-6.4213
45C02,III,10588.3705,1.0,72.51701,0.75651,0.08182,0.76092,-6.17292
45C02,III,10588.5995,1.0,57.36816,0.77211,0.08172,0.77643,-6.04169
45C02,III,10588.8365,1.0,45.3629,0.78899,0.07888,0.79292,-5.70954
45C02,III,10589.0685,1.0,35.93134,0.80245,0.0734,0.8058,-5.22652
45C02,III,10589.3195,1.0,28.40909,0.81607,0.06637,0.81877,-4.64948
45C02,III,10589.5335,1.0,22.48202,0.82525,0.0602,0.82745,-4.17218
45C02,III,10589.7985,1.0,17.79613,0.83171,0.05245,0.83336,-3.60874
45C02,III,10590.0505,1.0,14.06813,0.83964,0.04681,0.84094,-3.19115
45C02,III,10590.2665,1.0,11.1448,0.84454,0.0392,0.84545,-2.6578
45C02,III,10590.5345,1.0,8.81772,0.84968,0.03663,0.85047,-2.46854
45C02,III,10590.7125,1.0,6.97545,0.85135,0.03371,0.85202,-2.26738
45C02,III,10590.9305,1.0,5.5173,0.85282,0.02727,0.85326,-1.83149
45C02,III,10591.1995,1.0,4.36941,0.85882,0.02481,0.85917,-1.65446
45C02,III,10591.5345,1.0,3.45686,0.86468,0.02642,0.86508,-1.75019
45C02,III,10591.9535,1.0,2.73547,0.86555,0.02967,0.86606,-1.96354
45C02,III,10592.4785,1.0,2.16054,0.8631,0.03051,0.86364,-2.02484
45C02,III,10593.1375,1.0,1.70952,0.8608,0.02923,0.86129,-1.94502
45C02,III,10593.9665,1.0,1.35352,0.86188,0.02443,0.86223,-1.62369
45C02,III,10595.0095,1.0,1.07079,0.86842,0.01921,0.86863,-1.2672
45C02,III,10596.3235,1.0,0.84734,0.87998,0.01841,0.88017,-1.19878
45C02,III,10597.9785,1.0,0.67072,0.89417,0.02457,0.89451,-1.57376
45C02,III,10600.0675,1.0,0.53067,0.90658,0.04258,0.90758,-2.689
45C02,III,10602.7045,1.0,0.41976,0.90781,0.06684,0.91027,-4.21126
45C02,III,10606.03551,1.0,0.33183,0.89465,0.08864,0.89903,-5.65856
45C02,III,10610.24151,1.0,0.26261,0.87144,0.09619,0.87674,-6.2987
45C02,III,10615.54951,1.0,0.20791,0.84954,0.0829,0.85357,-5.57326
45C02,III,10622.25451,1.0,0.16452,0.84446,0.04943,0.8459,-3.3497
45C02,III,10630.73051,1.0,0.13007,0.87278,0.00829,0.87282,-0.54407
45C02,III,10641.42051,1.0,0.10309,0.94118,-0.01683,0.94133,1.0247
45C02,III,10654.93451,1.0,0.08153,1.04397,0.00555,1.04398,-0.30474
45C02,III,10672.03251,1.0,0.06443,1.14194,0.08743,1.14529,-4.37826
45C02,III,10693.61851,1.0,0.05102,1.19851,0.25813,1.22599,-12.15452
45C02,III,10720.86151,1.0,0.04042,1.13729,0.46513,1.22873,-22.24351
45C02,III,10755.35751,1.0,0.03192,0.93843,0.6088,1.11861,-32.97312
45C02,III,10798.90451,1.0,0.02528,0.65,0.59343,0.88015,-42.39545
45C02,III,10853.96952,1.0,0.01999,0.38688,0.34055,0.51541,-41.35622
45C02,III,27214.55361,2.0,20004.453,0.58638,-0.03154,0.58723,3.07882
45C02,III,27214.69661,2.0,15829.126,0.59121,-0.01636,0.59143,1.5851
45C02,III,27214.83861,2.0,12516.703,0.59757,-0.0037,0.59758,0.35514
45C02,III,27214.98061,2.0,9909.4424,0.60187,0.00669,0.6019,-0.63684
45C02,III,27215.14461,2.0,7835.48,0.60849,0.01443,0.60866,-1.35822
45C02,III,27215.34561,2.0,6217.2461,0.6143,0.02052,0.61464,-1.91315
45C02,III,27215.58361,2.0,4905.291,0.62056,0.0272,0.62115,-2.51011
45C02,III,27215.82161,2.0,3881.2737,0.62601,0.03252,0.62685,-2.9736
45C02,III,27216.05961,2.0,3070.9827,0.63369,0.03618,0.63472,-3.26789
45C02,III,27216.29861,2.0,2430.7778,0.64137,0.04155,0.64272,-3.70677
45C02,III,27216.53661,2.0,1923.1537,0.64809,0.04344,0.64955,-3.83441
45C02,III,27216.77461,2.0,1522.4358,0.65546,0.04657,0.65712,-4.06357
45C02,III,27217.01261,2.0,1203.8446,0.66392,0.04989,0.66579,-4.29722
45C02,III,27217.25161,2.0,952.86591,0.67238,0.0524,0.67442,-4.45626
45C02,III,27217.48961,2.0,754.27557,0.67851,0.05547,0.68077,-4.67398
45C02,III,27217.72661,2.0,596.71857,0.68667,0.05724,0.68905,-4.7649
45C02,III,27217.96461,2.0,471.96338,0.69737,0.05956,0.69991,-4.88198
45C02,III,27218.20361,2.0,373.20856,0.70609,0.0625,0.70885,-5.05834
45C02,III,27218.44161,2.0,295.47278,0.71507,0.06514,0.71803,-5.2054
45C02,III,27218.68061,2.0,233.87738,0.72547,0.06757,0.72861,-5.32094
45C02,III,27218.91861,2.0,185.05922,0.73431,0.07324,0.73795,-5.69592
45C02,III,27219.15461,2.0,146.35823,0.74716,0.07632,0.75105,-5.83225
45C02,III,27219.39061,2.0,115.77804,0.7599,0.07853,0.76395,-5.9002
45C02,III,27219.62561,2.0,91.6721,0.77449,0.08237,0.77886,-6.07071
45C02,III,27219.87061,2.0,72.51701,0.79018,0.08499,0.79474,-6.13874
45C02,III,27220.09961,2.0,57.36816,0.80545,0.08183,0.80959,-5.80108
45C02,III,27220.33661,2.0,45.3629,0.82189,0.08108,0.82588,-5.63395
45C02,III,27220.56861,2.0,35.93134,0.83754,0.07469,0.84087,-5.09578
45C02,III,27220.81861,2.0,28.40909,0.84888,0.06892,0.85167,-4.64172
45C02,III,27221.03361,2.0,22.48202,0.86003,0.0611,0.8622,-4.06346
45C02,III,27221.29861,2.0,17.79613,0.86755,0.05273,0.86915,-3.47814
45C02,III,27221.55061,2.0,14.06813,0.87556,0.04842,0.8769,-3.16545
45C02,III,27221.76661,2.0,11.1448,0.87987,0.04006,0.88078,-2.60664
45C02,III,27222.03361,2.0,8.81772,0.88484,0.03903,0.8857,-2.52549
45C02,III,27222.21261,2.0,6.97545,0.88603,0.03533,0.88673,-2.28367
45C02,III,27222.43061,2.0,5.5173,0.88953,0.02811,0.88998,-1.81022
45C02,III,27222.69961,2.0,4.36941,0.89559,0.02576,0.89596,-1.6478
45C02,III,27223.03461,2.0,3.45686,0.90028,0.02766,0.9007,-1.76008
45C02,III,27223.45361,2.0,2.73547,0.89974,0.03175,0.9003,-2.02101
45C02,III,27223.97861,2.0,2.16054,0.89748,0.03052,0.89799,-1.94796
45C02,III,27224.63761,2.0,1.70952,0.89671,0.02721,0.89712,-1.73797
45C02,III,27225.46661,2.0,1.35352,0.89955,0.02235,0.89983,-1.42317
45C02,III,27226.50961,2.0,1.07079,0.90809,0.01916,0.90829,-1.20849
45C02,III,27227.82261,2.0,0.84734,0.92074,0.02095,0.92098,-1.30358
45C02,III,27229.47861,2.0,0.67072,0.93305,0.03073,0.93356,-1.88629
45C02,III,27231.56761,2.0,0.53067,0.94054,0.0506,0.9419,-3.07942
45C02,III,27234.20461,2.0,0.41976,0.93523,0.07323,0.93809,-4.47746
45C02,III,27237.53561,2.0,0.33183,0.91795,0.08791,0.92215,-5.47019
45C02,III,27241.74161,2.0,0.26261,0.89721,0.08601,0.90132,-5.4756
45C02,III,27247.04961,2.0,0.20791,0.88398,0.06481,0.88636,-4.19325
45C02,III,27253.75461,2.0,0.16452,0.89402,0.02973,0.89451,-1.90448
45C02,III,27262.23061,2.0,0.13007,0.93921,-0.00242,0.93921,0.14753
45C02,III,27272.92061,2.0,0.10309,1.01767,-0.00515,1.01768,0.29019
45C02,III,27286.43461,2.0,0.08153,1.11306,0.04866,1.11413,-2.503
45C02,III,27303.53261,2.0,0.06443,1.18635,0.1531,1.19619,-7.35363
45C02,III,27325.11861,2.0,0.05102,1.19229,0.33006,1.23713,-15.47357
45C02,III,27352.36162,2.0,0.04042,1.07993,0.49847,1.18942,-24.77705
45C02,III,27386.85762,2.0,0.03192,0.85313,0.56708,1.0244,-33.61212
45C02,III,27430.40462,2.0,0.02528,0.59988,0.4569,0.75406,-37.29526
45C02,III,27485.46962,2.0,0.01999,0.4417,0.12916,0.4602,-16.29992
45C02,III,43807.97005,3.0,20004.453,0.56623,-0.03113,0.56709,3.14662
45C02,III,43808.11305,3.0,15829.126,0.57031,-0.01736,0.57058,1.74386
45C02,III,43808.25505,3.0,12516.703,0.57723,-0.00473,0.57725,0.46992
45C02,III,43808.39705,3.0,9909.4424,0.5826,0.00659,0.58264,-0.64838
45C02,III,43808.56105,3.0,7835.48,0.58784,0.0146,0.58802,-1.42255
45C02,III,43808.76205,3.0,6217.2461,0.59413,0.02057,0.59449,-1.98275
45C02,III,43809.00005,3.0,4905.291,0.59925,0.02678,0.59985,-2.55888
45C02,III,43809.23905,3.0,3881.2737,0.60702,0.03186,0.60786,-3.00444
45C02,III,43809.47705,3.0,3070.9827,0.61268,0.03825,0.61387,-3.57219
