Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,II,24590.67083,2.0,0.84734,1.09065,0.08105,1.09366,-4.25021
35C02,II,24592.32583,2.0,0.67072,1.0714,0.05636,1.07288,-3.01122
35C02,II,24594.41483,2.0,0.53067,1.07083,0.01534,1.07094,-0.82063
35C02,II,24597.05183,2.0,0.41976,1.10045,-0.01992,1.10063,1.03702
35C02,II,24600.38283,2.0,0.33183,1.15033,-0.02783,1.15067,1.38609
35C02,II,24604.58883,2.0,0.26261,1.20054,0.00146,1.20054,-0.06991
35C02,II,24609.89683,2.0,0.20791,1.22768,0.06149,1.22922,-2.86753
35C02,II,24616.60083,2.0,0.16452,1.21725,0.1354,1.22476,-6.34737
35C02,II,24625.07783,2.0,0.13007,1.15963,0.19887,1.17656,-9.73108
35C02,II,24635.76783,2.0,0.10309,1.0709,0.21952,1.09317,-11.58462
35C02,II,24649.28183,2.0,0.08153,0.97595,0.17834,0.99211,-10.35577
35C02,II,24666.37983,2.0,0.06443,0.92279,0.08822,0.927,-5.46074
35C02,II,24687.96583,2.0,0.05102,0.96065,-0.06659,0.96296,3.96552
35C02,II,24715.20883,2.0,0.04042,1.13454,-0.1943,1.15106,9.71809
35C02,II,24749.70383,2.0,0.03192,1.42386,-0.19782,1.43754,7.90943
35C02,II,24793.25084,2.0,0.02528,1.72641,0.00514,1.72642,-0.17074
35C02,II,24848.31584,2.0,0.01999,1.87622,0.40088,1.91856,-12.06075
35C02,II,41036.39463,3.0,20004.453,0.50313,-0.01739,0.50343,1.97934
35C02,II,41036.53763,3.0,15829.126,0.50785,-0.00248,0.50786,0.27988
35C02,II,41036.67963,3.0,12516.703,0.51662,0.00971,0.51671,-1.07717
35C02,II,41036.82163,3.0,9909.4424,0.52425,0.01963,0.52462,-2.14396
35C02,II,41036.98563,3.0,7835.48,0.53197,0.02805,0.53271,-3.01782
35C02,II,41037.18663,3.0,6217.2461,0.53783,0.03531,0.53899,-3.75649
35C02,II,41037.42463,3.0,4905.291,0.54683,0.04206,0.54845,-4.39833
35C02,II,41037.66363,3.0,3881.2737,0.55485,0.04762,0.55689,-4.90551
35C02,II,41037.90163,3.0,3070.9827,0.5628,0.05407,0.5654,-5.48775
35C02,II,41038.13963,3.0,2430.7778,0.57199,0.05811,0.57493,-5.80107
35C02,II,41038.37763,3.0,1923.1537,0.58386,0.06342,0.58729,-6.19945
35C02,II,41038.61563,3.0,1522.4358,0.5921,0.06907,0.59612,-6.65347
35C02,II,41038.85363,3.0,1203.8446,0.60275,0.07314,0.60717,-6.91885
35C02,II,41039.09263,3.0,952.86591,0.61514,0.07822,0.62009,-7.24669
35C02,II,41039.33063,3.0,754.27557,0.62821,0.07934,0.6332,-7.19821
35C02,II,41039.56763,3.0,596.71857,0.64096,0.08444,0.6465,-7.5047
35C02,II,41039.80563,3.0,471.96338,0.65458,0.09107,0.66088,-7.92071
35C02,II,41040.04463,3.0,373.20856,0.66779,0.09432,0.67442,-8.03964
35C02,II,41040.28263,3.0,295.47278,0.68127,0.09782,0.68826,-8.17103
35C02,II,41040.52163,3.0,233.87738,0.69641,0.10118,0.70372,-8.26693
35C02,II,41040.75963,3.0,185.05922,0.7124,0.10703,0.72039,-8.54398
